חותמת זמן	שם ההשתלמות 	1. מה היא שביעות רצונך הכללית מהכשרה/העשרה ?	2. באיזה מידה הרגשת חופשי לשאול את המרצים שאלות ?	3.   באיזה מידה הרגשת שהכשרה/העשרה תרמה לך ?	4. באיזה מידה הייתה הלימה בין תכני ההרצאה והנושאים שעניינוו אותך?	5. באיזה מידה ההכשרה/העשרה חידשה או נתנה לך מידע חדש ?	6. באיזו מידה הכשרה/העשרה נתנה לך כלים יישומיים לשימוש יומיומי?	7. האם אתה  מתכוון ליישמם בעבודתך ?	8. ציין אילו שינויים בשדה הקליני/במקום עבודתך את/ה תנקוט בעקבות הכשרה/העשרה?  פרט:	9. לסיכום נשמח לשמוע על החוויה שלך- מה עבד טוב ומה היית מציע/ה לשפר ?  פרט:	תודה על שיתוף הפעולה!
18/08/2024 16:03:28	ניהול מניעת זיהומים	5	5	5	4	5	5	5	אמצעי זהירות שגרתיים במיוחד היגיינת ידיים	עניין הזמן ממש בשעה כזאת ורוב הפעמים אחרי משמרת בוקר אז היה טיפה מעייף 	
18/08/2024 16:03:33	ניהול מניעת זיהומים	5	5	4	5	4	4	4	בניית תוכנית עבודה- 	מאוד נהנתי מקורס- המרצים טובים , עם סבר פנים יפות אל הלומדים	
18/08/2024 16:04:38	ניהול מניעת זיהומים	4	4	5	4	4	4	4			
18/08/2024 16:05:31	ניהול מניעת זיהומים	5	5	5	5	5	5	5			
18/08/2024 17:15:34	ניהול מניעת זיהומים	5	5	5	5	5	5	5	אדגיש שוב שוב על היגיינת ידיים -בפסיכיאטריה יש נטייה לפחות הקפדה בנושא 	הכל עבד היטב. אולי להוסיף על קדחת הנילוס המערבי וקדחת המערות (ריקציה )	באהבה ושמחה 
18/08/2024 17:53:43	ניהול מניעת זיהומים	5	5	5	4	4	4	4			תודה רבה ,נמשך בהקדם 
27/08/2024 17:19:05	ניהול מניעת זיהומים	4	5	4	4	4	4	5	הטמעה ועבודה לפי נהלים 		
27/08/2024 17:19:44	ניהול טיפול בכאב	5	5	5	5	5	5	5	הקורס ממש השפיע עלי היה מעניין מאוד אין מה להגיד 	תודה אבה לצוות נהדר הכל היה מושלם צוות מקצועי 🙏🫶	המון תודות 🙏
27/08/2024 17:19:48	ניהול טיפול בכאב	5	5	5	5	5	5	5			
27/08/2024 17:19:50	ניהול טיפול בכאב	5	5	5	2	4	4	5		הכל היה ממש טוב, אפילו אם זה בזום היה ממש מלמד 	
27/08/2024 17:20:30	ניהול טיפול בכאב	5	5	5	5	5	5	5		הכל היה טוב , המידע שקיבלנו טוב מאוד 	
27/08/2024 17:20:48	ניהול טיפול בכאב	4	4	4	4	4	5	5			
27/08/2024 17:20:49	ניהול טיפול בכאב	4	5	5	4	4	4	5			
27/08/2024 17:20:49	ניהול טיפול בכאב	5	5	5	5	5	5	5			
27/08/2024 17:21:03	ניהול טיפול בכאב	4	4	3	4	3	3	4	איכות האומדן אחרי מתן נוגדי כאב 		
27/08/2024 17:21:15	ניהול טיפול בכאב	5	5	5	5	5	5	5			
27/08/2024 17:21:22	ניהול טיפול בכאב	5	5	4	3	4	3	4			
27/08/2024 17:21:48	ניהול טיפול בכאב	4	4	4	4	4	4	4	חשיבות לכאב 	תודה רבה על הכל 	
27/08/2024 17:21:54	ניהול טיפול בכאב	4	5	4	4	4	3	5			
27/08/2024 17:22:05	ניהול טיפול בכאב	5	5	5	5	5	5	5	האמת למדתי מהקורס איך ליישם את העבודה שלי כשאני עושה אומדן כאב למטופל 	קורס מעניין 	
27/08/2024 17:22:35	ניהול טיפול בכאב	5	4	4	5	4	5	4	ניהול יותר מקצועי	הכל הייה בסדר	תודה
27/08/2024 17:23:27	ניהול טיפול בכאב	5	5	5	4	4	5	5	נאמנת נושא	שעות הקורס, הייתי מעדיפה שיהיה בשעות הבוקר	
27/08/2024 17:24:03	ניהול טיפול בכאב	5	4	5	4	5	3	4	בעיקר על טיפול בכאב 	ה	
27/08/2024 17:25:20	ניהול טיפול בכאב	5	5	5	5	5	5	5	תיפול בכאב 		תודה על כול  הרצאות 
27/08/2024 17:25:34	ניהול טיפול בכאב	5	3	5	5	4	5	5			תודה רבה על קורס! היה אינפורמטיבי ומעניין
27/08/2024 17:25:39	ניהול טיפול בכאב	5	5	5	4	4	5	5	הכלים שניתנו לי בקורס נתנו לי הבנה והסתכלוות אחרת לגבי כאב אצל כלל החולים היןם אני יודעת שאעשה ואדריך את הצוות לעשות אומדן כאב נכון יותר	נהנתי מאוד מהקורס נתן לי המון נהנתי הדוגמאות  והמקרים שעבדנו עליהם נתנו הרבה 	
27/08/2024 17:27:05	ניהול טיפול בכאב	5	5	5	5	5	5	5	יותר מבינה	היה מאוד טוב הכול!	המון תודה רבה לכולם!!!
27/08/2024 17:28:20	ניהול טיפול בכאב	5	4	5	4	5	4	5			
27/08/2024 18:11:31	ניהול טיפול בכאב	4	4	4	4	4	4	4	לאחר סיום הקורס אני מודדת כאב בחולים במוסד שלנו (3 מחלקות) ויחד עם הרופא מתאימים משככי כאבים. (טיפול תרופתי ולא תרופתי)	הקורס  טוב מאוד, אך הייתי רוצה שיעורים מעשיים יותר.	
27/08/2024 19:01:44	ניהול טיפול בכאב	5	5	5	5	5	5	5	הקורס נתן לי מידע יותר רחב וסייע לי לעבודה מושלמת בתחום שלי	הקורס בכללי היה בסדר מידע שלם מרצים מעולים מסרו מידע וענן על שאלות באופן ישיר וברור	
05/09/2024 16:03:44	סכרת	4	5	5	5	5	5	5			
05/09/2024 16:04:07	סכרת	5	5	4	4	4	4	5			
05/09/2024 16:11:51	סכרת	3	4	4	4	4	3	3			
05/09/2024 16:16:34	סכרת	5	5	4	5	3	5	5			
05/09/2024 16:17:54	סכרת	5	5	4	5	5	5	5	להתייעץ ולדבר עם הרופאיים בכוח	שיהייה פרונטלי	תודה לכם
05/09/2024 16:17:55	סכרת	5	5	5	5	5	5	5		מאיה הכי טובה ❤️❤️	
05/09/2024 16:18:34	סכרת	5	4	5	5	5	4	4	איך לטפל בצורה מאוד מקצועית 		
05/09/2024 16:18:59	סכרת	5	5	5	5	5	5	5	יותר טוב להיות פרונטלי 	קורס מצויין וממליץ לכולם 	
05/09/2024 16:19:25	סכרת	5	5	5	5	5	5	5	טוב מאוד	טוב מאוד	
05/09/2024 16:19:43	סכרת	5	5	5	5	5	4	5	התיחסות יותר למטופלים עם סכרת, הערכה, הדרכה ויותר תשומת לב לסימנים הקטנים של התפתחות של בעיית סכרת	במהלך כל הקורס היו כל מני נושאים שממש היו מועלים לי בעבודה עם מטופלים עם סכרת. כן אפשר שיהיה לפחות יו סימולציה להמחשה בנושאי הקורס	תודה לכל המרצים 💕
05/09/2024 16:20:41	סכרת	5	5	5	4	4	4	5		הייה טוב מאוד קבלנו מידע חדש על ניהול בסוכרת תודה על הכול . 	
05/09/2024 16:30:39	סכרת	5	5	5	5	4	5	5			
05/09/2024 17:18:16	סכרת	4	4	4	4	4	4	4			
10/09/2024 15:52:52	ניהול טיפול בפצע	4	5	4	4	5	5	5			
10/09/2024 15:52:52	ניהול טיפול בפצע	5	5	5	5	5	4	5			
10/09/2024 15:53:18	ניהול טיפול בפצע	5	5	5	5	5	5	5			
10/09/2024 15:53:47	ניהול טיפול בפצע	5	5	5	5	5	5	5	טיפול ושימוש נכון בתכשירים לטיפול בפצעים, הערכה ומדידה נכונה של פצעים. 		
10/09/2024 15:53:58	ניהול טיפול בפצע	5	4	4	4	4	4	4			
10/09/2024 15:55:00	ניהול טיפול בפצע	3	4	4	2	3	3	3			
10/09/2024 15:55:10	ניהול טיפול בפצע	5	5	5	5	5	5	5	ידע יותר טוב ממה שהיה		תודה רבה לכם 
10/09/2024 15:57:20	ניהול טיפול בפצע	4	5	5	4	4	4	5	סידר ברציפות הטיפול והקשרת צוות מטפל	היתי רוצה לשמוע עוד על התאמת חבישות לסוג פצעים ועל תכשירים שונים 	תודה לכם
10/09/2024 15:58:07	ניהול טיפול בפצע	5	5	5	5	5	5	5	שינויי בכמה חולים לגבי טיפול שלהם שלא מתרפים	.	
10/09/2024 15:58:16	ניהול טיפול בפצע	3	5	3	4	3	3	4		היו הרבה חזרות על הבסיס, לדעתי היה חבל לחזור כל פעם על אנטומיה ופיזיולוגיה. היו נושאים מעניינים. מה שאני מרגישה שחסר זה היישום בפועל. לדוגמא - לבדוק אם מטופל לוקח תרופות שמעכבים ריפוי פצע. נגיד שלוקח סטרואידים באופן כרוני, ואז מה? איך מתקדמים תכלס בטיפול?	
10/09/2024 16:00:04	ניהול טיפול בפצע	5	4	5	4	5	5	5			
10/09/2024 16:00:20	ניהול טיפול בפצע	5	5	5	5	5	5	5		הקורס היה מאוד מעניין אך מציעה  יותר דוגמאות התאמות פצע-טיפול	תודה רבה!!!
10/09/2024 16:01:00	ניהול טיפול בפצע	4	5	4	5	5	5	5			
10/09/2024 16:01:23	ניהול טיפול בפצע	5	5	5	5	5	5	5			
10/09/2024 16:02:48	ניהול טיפול בפצע	4	5	5	5	5	5	5		קורס מושלם, תודה רבה לכל המרצים 	
10/09/2024 16:03:45	ניהול טיפול בפצע	5	5	4	4	5	5	5			
10/09/2024 16:04:04	ניהול טיפול בפצע	5	5	5	5	5	5	5	עזר לי בקורות חיים .	היה ממש ממש מרענן ומוסיף תודה רבה 	
10/09/2024 16:04:17	ניהול טיפול בפצע	5	5	5	5	5	5	5	יודעת עכשיו איך לטפל בפצעים שהם קשיי ריפוי 		
10/09/2024 16:04:37	ניהול טיפול בפצע	5	5	5	5	5	5	5			
10/09/2024 16:05:29	ניהול טיפול בפצע	4	5	5	5	5	5	5			
10/09/2024 16:05:38	ניהול טיפול בפצע	5	4	4	4	4	4	4			
10/09/2024 16:06:31	ניהול טיפול בפצע	4	5	4	4	4	5	5	התאמת הטיפול לפצע,  טיפולים שהיו לא נוכנים - ושינוי לפי צורך 	ההרצאה של אמנדה קלר הייתה מאוד מעניינת  ושיתוף פעולה של כל הלומדים  ההרצאה של אורן מאוד פעילה ומעניינת  יותר שיתוף של הלומדים מאשר הרצאה מונוטונית .   שעות קשות מידי וארוך -  למרות  שפעם בשבוע עדין יש כאלו עם ילדים  שאין להם סידור.  	תודה רבה
17/12/2024 16:23:51	קורס בטיחות הטיפול וניהול סיכונים	5	5	5	4	4	4	4	הגברת היענות לתחום בטיחות הטיפול, שימוש בכלים אשר למדנו במהלך הקורס בשטח ובוועדה לניהול סיכונים. 	זה קורס רביעי שלי אתכם בעמותה, נהנה מאוד איתכם, מגוון קורסים והעשרות בתחום הסיעוד הגריאטרי. החיסרון הוא שהקורסים לא מוכרים לגמול השתלמות.. לדעתי צריך לעבוד על זה. תודה 	
17/12/2024 16:28:43	קורס בטיחות הטיפול וניהול סיכונים	5	5	4	5	3	3	5	ממשיכה הדרכת צוות המחלקה לעבודה בטיחותית, ניהול תקין וקפדני של רשומה	למרות שזה קורס רבעי של ניהול סיכונים שאני משתתפת נהניתי מאוד ולמדתי גם דברים חדשים	תודה רבה למארגנות הקורס דיאנה ומאיה
17/12/2024 16:47:39	קורס בטיחות הטיפול וניהול סיכונים	5	5	5	5	5	5	5			
17/12/2024 20:45:02	קורס בטיחות הטיפול וניהול סיכונים	5	5	5	4	3	3	5	להפחית מקרים של אירועים חריגים	שינוי משמעותי מבחנת נושא בטיחות הטיפול	
17/12/2024 20:46:25	קורס בטיחות הטיפול וניהול סיכונים	5	5	5	5	5	5	5			
17/12/2024 20:46:53	קורס בטיחות הטיפול וניהול סיכונים	5	5	5	5	4	4	5	לעשות ימי עיון לכלל העובדים לחשיפת הנושא 	לשנות את שעת הלימוד לבוקר בימקום לשעות ערב 	
17/12/2024 20:48:43	קורס בטיחות הטיפול וניהול סיכונים	5	5	5	5	5	5	5			
17/12/2024 20:56:40	קורס בטיחות הטיפול וניהול סיכונים	5	5	5	5	5	5	4	לדוגמה-לבצע זיהוי למטופל בעזרת התמונות-זה ריון מצויין	הקורס הייה מואד מעניין,לשמוע את המרצים וגם לשמוע תיאורי מקרים,זה הייה טוב ומועיל,אך יש דברים שלא יכולתי לפתוח בפלפון שלי,אך רוב הדברים פתחתי.	
17/12/2024 20:57:43	קורס בטיחות הטיפול וניהול סיכונים	5	5	5	5	5	5	5	כבר נעשו שינויים וועדה חדשה לניהול סיכונים  יישום הפרוייקט לפי עבודת סיום.מה שלא היה קיים. הסתכלות מערכתית, ראייה וחשיבה שונה בהקשר של צוות מטפל. עשייה סיעודית מערכתית ולמידה אין סופית	פעם  הראשונה שנהנתי בצורה יוצאת דופן מקורס ועוד בזום. הייתי מחכה ליום ג לזום צמאה ללמוד דברים שהיה לי קשה להבין אותם. תודה לכם ותודה עליכם. אתם עוד מודל לעשיה וקידום. ישר כח לדורות הבאים. 	אכן תודה מקרב לב טובית מרקוביץ
17/12/2024 20:59:05	קורס בטיחות הטיפול וניהול סיכונים	5	5	5	5	5	5	5	פתחנו יחידה לניהול סיכונים במוסד 		
17/12/2024 20:59:42	קורס בטיחות הטיפול וניהול סיכונים	5	5	5	5	5	5	5	איך לשאול את שאלת התחקיר 	אמת מאד נהניתי ללמוד ולשמוע דברים שבאמת תרמו לי איך לתנהכ במקרים מסויימים וביעילות רבה 	
17/12/2024 21:38:10	קורס בטיחות הטיפול וניהול סיכונים	5	5	5	5	5	5	5		קורס מקצועי מאוד מלמד ומעשיר	תודה רבה 
17/12/2024 22:08:13	קורס בטיחות הטיפול וניהול סיכונים	5	5	5	5	5	5	5			
18/12/2024 05:16:06	קורס בטיחות הטיפול וניהול סיכונים	4	4	4	3	4	4	5	בכל תחום	קורס מקצועי ומועיל יש לשפר בתכנים שחוזרים על עצמם	תודה רבה נהנתי ולמדתי המון
18/12/2024 05:27:07	קורס בטיחות הטיפול וניהול סיכונים	5	5	5	5	5	5	5			
18/12/2024 07:31:42	קורס בטיחות הטיפול וניהול סיכונים	5	5	5	5	4	4	5	תחקירים לעומק	הכל עבד מצויין	תודה רבה
18/12/2024 10:05:04	קורס בטיחות הטיפול וניהול סיכונים	5	5	5	5	5	5	5	עבודה לפי ניהלים אשר יותר בטוחתית תחקיר אירועים חריגים לפי מה שלמדנו להסקת מסכנות ומניעת אירועים בעתיד 	קצת לנסות לשתף ולהפעיל משתתפים במהלך הרצאות תוך מתן מסימות ועבודה קבוצתית למשל 	שמחתי להיות חלק מהקורס 
18/12/2024 14:50:48	קורס בטיחות הטיפול וניהול סיכונים	5	5	4	5	5	5	5	שימוש בכלי התחקיר, לתחקור אירועים חריגים, לפחות פעמיים בשנה, בנוסף אהבתי במיוחד את כלי הפתרונות.	היתה לי חויה ממש טובה ממקצועיות הקורס. מודה שהיה לי קשה מאוד להיות כל כולי קשובה ומרוכזת, בשל השעות הקשות עם הילדים...	
18/12/2024 14:57:37	קורס בטיחות הטיפול וניהול סיכונים	4	5	5	3	4	4	4	איך לתחקר אירוע חריג מ א עד ת 	מאוד מרוצה ממש היה נעים ויפה ונחמד ולמדו אותנו מכל הלב	בכייף
18/12/2024 15:06:29	קורס בטיחות הטיפול וניהול סיכונים	5	5	5	5	5	5	5			
18/12/2024 15:34:56	קורס בטיחות הטיפול וניהול סיכונים	4	4	3	4	4	4	4	תחקיר מעמיק יותר באירועים חריגים והפקת לקחים	השעות היו מאוד קשות לריכוז ומפגשים ארוכים מידי בנוסף היו נושאים שחזרו על עצמם	
18/12/2024 19:41:34	קורס בטיחות הטיפול וניהול סיכונים	5	5	5	5	5	5	5	שינוי שיטת עבודה על עיוור	שיתוף פעולה היה מצויין, מרכיב הזמן היה קצת בעייתי	תודה רבה על קורס מאוד מעשיר ידע מאוד נהניתי
02/01/2025 13:16:36	ניהול טיפול בפצע	5	5	4	5	5	4	5			
02/01/2025 13:20:03	ניהול טיפול בפצע	5	5	5	5	5	5	5			
02/01/2025 13:41:55	ניהול טיפול בפצע	4	5	4	3	4	4	4	יש כמה נקודות בקורס שאני כבר מיישם במקום העבודה שלי. 	הייתי שמח שיהיה יותר פרקטיקה. זאת אומרת - מצבים רפואיים והתמודדות של קו ראשון. לא צריך להביא את המצבי קיצון אלא להביא את המקרים שקוראים ביום יום ושאיתם אנחנו נדרשים להתמודד. במצבי קיצון מתמודדים במחלקות היעודיות. לדוגמא - בשיעור של הכוויות - לתת אופציה של קו ראשון להתמודדות. כי רוב הסיכויים שחישוב שטח של כוויה יעשו במחלקת כוויות אבל אנחנו נתמודד עם כוויה קטנה דרגה 1-2 שמצריכה טיפול.	תודה
02/01/2025 15:13:14	ניהול טיפול בפצע	5	5	4	4	4	5	5			
03/01/2025 00:37:12	ניהול טיפול בפצע	5	5	5	5	5	5	5			
03/01/2025 04:50:31	ניהול טיפול בפצע	5	5	4	5	4	4	5	חידושים. רצף טיפולי	איכות אינטרנט אצל כמה מרצים. 	
04/01/2025 12:48:27	ניהול טיפול בפצע	5	5	3	4	4	3	3			
07/01/2025 15:00:33	ניהול טיפול בפצע	5	5	5	5	5	5	5	הרבה הניצול הטיפול ומניעת פצעים	חוויה טובה נהניתי ללמוד איתכם כל הכבוד 	
07/01/2025 15:23:04	ניהול טיפול בפצע	5	5	5	5	5	5	5			
07/01/2025 16:45:46	ניהול טיפול בפצע	4	3	4	5	5	4	5	טיפול מתאים ,שיתוף פעולה עם צוות		
07/01/2025 16:47:03	ניהול טיפול בפצע	5	5	5	5	5	5	5			
07/01/2025 16:47:08	ניהול טיפול בפצע	5	5	5	5	5	5	5			
07/01/2025 16:50:55	ניהול טיפול בפצע	5	5	5	5	5	5	5	ידע טיפולי בפצעים 	היה מדהים , למדנו הרבה ידע בפצעים 	
07/01/2025 16:54:45	ניהול טיפול בפצע	4	4	4	3	5	4	4	אתחיל הכשרת צוות		
07/01/2025 16:54:59	ניהול טיפול בכאב	3	4	4	5	5	5	5	המלצת תכשירים לטיפול בפצע ולהעשיר את הידע לצוות בכדי לטפל במטופלים עם פצעי לחץ	היה בסדר 	תודה לכם ❤️
07/01/2025 16:55:40	ניהול טיפול בפצע	5	5	5	5	5	5	5	אופן הטיפול בחבישות ומשחות 		
07/01/2025 16:56:38	ניהול טיפול בכאב	4	4	4	4	4	4	4			
07/01/2025 16:56:41	ניהול טיפול בפצע	4	4	4	4	4	4	5	בתור אחד ראשי בבית אבות, בזכות הקורס אני מתכוון לפתח ולשדרג את תוכניות הטיפול בפצע במחלקות ולשפר את איכות הטיפול .		
07/01/2025 16:57:38	ניהול טיפול בפצע	5	5	5	5	5	5	5	בעקבות הכשרה המקום הישתפר לטובה.	הרצות היו מאוד מעניין.	תודה רבה!!!
07/01/2025 16:59:31	ניהול טיפול בפצע	5	5	5	4	5	5	5		שעה של קור	
07/01/2025 17:00:17	ניהול טיפול בפצע	4	5	3	3	4	3	5	מספר דגשים בתחום הפצע כמו חבישות לחץ לפצע עם בגפה עם החזר ורידי נמוך. והתאמות מסויימות שקשורות לטיפול בפצעים.	הייתי חושב שאפשר לתמצת את הקורס יותר. הרגשה שלי האישית שהקורס היה יותר מידי ארוך	
07/01/2025 17:30:49	ניהול טיפול בפצע	4	5	4	4	4	4	4	תהליך התאמת סוגי חבישות לפצעים, מעקבים ואומדנים 		
07/01/2025 17:34:20	ניהול טיפול בפצע	5	4	5	5	5	5	5			
07/01/2025 18:08:05	ניהול טיפול בפצע	5	5	5	4	5	5	5	אני לא מחליט על טיפול מעל דרגה 2. 	כול מהלך הקורס הזה היה איכותי. 	
07/01/2025 19:02:40	ניהול טיפול בפצע	1	1	1	1	1	1	1	טוב	טוב	טוב
07/01/2025 19:02:51	ניהול טיפול בפצע	5	5	5	5	5	5	5			
07/01/2025 19:04:12	ניהול טיפול בפצע	5	5	5	5	5	5	5			
07/01/2025 19:07:37	ניהול טיפול בפצע	5	5	5	5	5	5	5	אדע שאין צורך לשטוף פצעים בסליין 	הייתי מרוצה מהכל 	
07/01/2025 19:31:34	ניהול טיפול בפצע	5	5	5	5	5	5	5	הטמעת ידע הנלמד	הכל עבד מצויין	
07/01/2025 21:45:40	ניהול טיפול בפצע	5	5	4	4	4	4	4	הדרכת הצוות על חבישות מתקדמות 	היה מאוד נוח בזום 	
07/01/2025 22:58:22	ניהול טיפול בפצע	5	5	5	5	5	5	5			
15/01/2025 14:43:53	קורס טיפול פליאטיבי	4	5	4	4	5	4	4			
15/01/2025 14:47:09	קורס טיפול פליאטיבי	5	5	5	5	4	5	4	לא רלוונטי		
15/01/2025 14:48:40	קורס טיפול פליאטיבי	3	2	3	2	3	2	3			
15/01/2025 15:13:51	קורס טיפול פליאטיבי	5	3	4	5	4	4	5	הם ינסו לשינויים את כל החידושים בהזדמנות	היה מאוד מעניין.	במחלקה שאני עובדת אין חולים פליאטיבי 
15/01/2025 16:07:19	קורס טיפול פליאטיבי	3	4	3	3	4	3	3		קורס חשוב מאוד, אבל אני כעובדת סוציאלית היה חסר לי נושאים בעניין… הנושאים היו יותר קשורים לתחומי הרפואה והסיעוד.. ולפעמים היה קשה לי להבין ולהתחבר.. הייתי שמחה להעשיר יותר בעניין הפסיכוסוציאלי	
15/01/2025 16:07:43	קורס טיפול פליאטיבי	5	5	5	5	5	5	5			
15/01/2025 16:08:04	קורס טיפול פליאטיבי	5	5	4	4	3	3	4			
15/01/2025 16:32:45	קורס טיפול פליאטיבי	5	4	4	4	3	4	4			
15/01/2025 17:47:24	קורס טיפול פליאטיבי	4	4	4	5	4	4	5	4	הקורס היה מעניין	תודה לכם
15/01/2025 17:48:25	קורס טיפול פליאטיבי	5	5	5	5	5	5	5	המחשבה הכללית שלי השתנתה.  ההסתכלות על הנושא על המטופל 	הכל היה טוב לא היה חסר כלום אפילו שזה בזום אך היה מאוד יעיל 	
15/01/2025 17:51:40	קורס טיפול פליאטיבי	3	5	4	3	2	4	5	השימוש בכלים להגדרת דיירים פליאטיביים		
15/01/2025 17:52:45	קורס טיפול פליאטיבי	5	5	4	4	5	5	5	העלאת המודעות בנושא טיפול פליאטיבי ומהותו  בקרב אנשי צוות  יישום הגישה בצורה יותר מקצועית  כתיבת נוהל  רחב ומקיף 	היה קורס מעניין הוסיף לי הרבה מושגים וידע מעולם הסיעוד והרפואה שמאד חשובים מה שתורם להבין את המטופל וצרכיו יותר 	
15/01/2025 18:10:29	קורס טיפול פליאטיבי	5	5	5	5	5	5	5	שימוש באומדן לזיהוי מטופל פליאטיבי והצגת מתאימים בפורום פליאטיבי	למדתי המון ולקחתי הרכה כלים לעבודתי יומית.מרצים היו מאולים.כל אחד תרם להעשרה שלי.	זכיתי מהצטרפות בקורס הזה
17/01/2025 07:37:36	קורס טיפול פליאטיבי	5	5	5	5	5	5	5	בבניה ועדה לטיפול פליאטיבי	קיבלתי המון חומר למחשבה ולקידום הנושה.היתי מוסיפה לקורס פגישה במוסד לטיפול פליאטיבי ותרגול אקטיבי.	תודה רבה רבה
26/01/2025 16:02:27	ניהול מניעת זיהומים	5	5	5	5	5	5	5			
26/01/2025 16:02:43	ניהול מניעת זיהומים	4	4	3	4	4	3	4	קידום מודעות בנושאי מניעת זיהומים		
26/01/2025 16:04:06	ניהול מניעת זיהומים	5	5	5	5	5	5	5			
26/01/2025 16:04:19	ניהול מניעת זיהומים	5	5	5	5	5	5	5			
26/01/2025 16:04:27	ניהול מניעת זיהומים	5	5	4	4	3	3	4			
26/01/2025 16:04:32	ניהול מניעת זיהומים	4	5	5	4	5	4	5			
26/01/2025 16:04:46	ניהול מניעת זיהומים	5	5	5	5	5	5	5			
26/01/2025 16:04:53	ניהול מניעת זיהומים	4	5	4	4	4	4	4		הכל טוב 	
26/01/2025 16:05:00	ניהול מניעת זיהומים	5	5	5	5	5	5	5	תצפיות	קורס מעניין	
26/01/2025 16:05:47	ניהול מניעת זיהומים	5	5	5	5	5	5	5			
26/01/2025 16:05:47	ניהול מניעת זיהומים	5	5	5	5	5	5	5			
26/01/2025 16:06:13	ניהול מניעת זיהומים	4	5	5	5	4	5	5	שמתי לב לדברים יותר לעומק 	הכל מושלם 	תודה לכם
26/01/2025 16:06:18	ניהול מניעת זיהומים	5	5	5	5	5	5	5	איך להתנהל עם בידודים		
26/01/2025 16:06:25	ניהול מניעת זיהומים	5	5	5	4	5	4	5	יותר תשומת לב לגבי התמגנות, מניעת התפשטות זיהומים	הקורס היה מעולה, המרצים מצויינים וממש נחמדים עונים לכל השאלות, אחלה של קורס ומרצים!	
26/01/2025 16:06:35	ניהול מניעת זיהומים	5	5	5	5	5	5	5		חוויה חיובית ומשמעותית, קיבלתי המון רענון ידע , המרצים העבירו בצורה כמה שיותר ברורה עם דוגמאות מהשטח הכל היה לטובה .	משוב חיובי חושבת בהמשך גם על לרשום לעוד קורסים .
26/01/2025 16:06:49	ניהול מניעת זיהומים	4	4	4	4	4	4	5		הכל היה בסדר , מעולה, מרצים מעולים, יש להם סבלנות	
26/01/2025 16:07:23	ניהול מניעת זיהומים	4	4	3	3	2	3	5	אמשיך בתהליכים למניעת זיהומים במחלקה	הרצאה הכי מעניינת שהייתה במהלך הקורס לטעמי הייתה של פרופ' רהב עם חומר מקצועי ומעשיר ידע	
26/01/2025 16:07:36	ניהול מניעת זיהומים	4	4	4	4	4	4	4			
26/01/2025 16:07:39	ניהול מניעת זיהומים	3	5	5	5	5	5	5	כל עובד יעבור לומדה והדרכה. צוות אחים וצוות מטפלים.	להעלות מצגת לפני ההרצאה. ההרצאות הוקלטו אך קבלנו קישור רק להרצאה אחת. 	
26/01/2025 16:07:43	ניהול מניעת זיהומים	4	4	5	3	4	4	4	הכשרת הצוות בהייגינת ידיים לפי מודל 5 הרגעים	ההרצאות בזום הועברו בצורה טובה מאד, היה ברור ונגיש. היית מציע אם הייתה אפשרות לעלות את ההרצאות המוקלטות בפורטל או בפורום מסוים, שיהיה לנו נגיש גם בעתיד	תודה לכם 
26/01/2025 16:07:50	ניהול מניעת זיהומים	5	4	4	5	5	5	3	סידור כביסות , שטיפת ידיים יעילה, שמירת אמצעי בידוד נכונים, 	היה כיף ללמוד עם מאיה , הוסיף הרבה אוצר המידע שלי .	
26/01/2025 16:07:53	ניהול מניעת זיהומים	4	5	5	5	5	4	4			
26/01/2025 16:08:13	ניהול מניעת זיהומים	2	5	5	4	4	4	5	הנחיות , שיפור תשתיות, ניטור תהליכים, שיפור תוצאה 		
26/01/2025 16:09:37	ניהול מניעת זיהומים	5	5	4	4	5	3	5	כן 	הכל היה מובן וברור 	תודה לכל הצוות שלכם 
27/01/2025 19:15:24	עדכון ידע בגריאטריה	5	5	4	4	4	4	4			
27/01/2025 19:23:01	עדכון ידע בגריאטריה	5	5	5	5	5	5	5		אירית מקסימה חכמה ומקצועית 	
27/01/2025 19:31:59	עדכון ידע בגריאטריה	5	5	5	5	5	5	5			
27/01/2025 19:39:18	עדכון ידע בגריאטריה	5	5	5	5	4	5	5	תקשורת , עידכון תרופות חדשות 	נהנתי מכל הרצאה 	תודה רבה לכולם ! 
27/01/2025 19:58:43	עדכון ידע בגריאטריה	4	5	4	3	4	3	4	שימוש בכלים לתקשורת יעילה. כבר משתמשים בכלים שנלמדו בקורס להדרכת צוותים (כאב, תזונה, פצעים, שינויים פיזיולוגיים, הזדקנות מערכות ועוד)  	הקורס כלל את הנושאים העיקריים בגריאטריה וגרונטולוגיה. בסה"כ היה מעניין, עשיר בידע ומובן למעט כמה הרצאות שאבדתי את העניין בגלל שפה מקצועית ושימוש במונחים רפואיים יתר על מידה. מאחר והקורס מיועד לצוות רב-מקצועי, מציעה בקורסים הבאים להתאים את השפה לקהל.  	תודה רבה לאירית על הארגון, השקעה, שיתוף בהרצאות והעברת מסרים חשובים לשינוי הסתכלות ותפיסה מקצועית בטיפול   
